time,dragonKilledTime,agentPickedKeyTime,agentExitTime
4.379998683929443,0.0,2.739999055862426,4.379998683929443
6.579997539520264,2.139999151229858,5.859997749328613,6.579997539520264
9.219996452331543,2.139999151229858,8.359996795654297,9.219996452331543
17.259994506835938,7.499997138977051,16.899993896484375,17.259994506835938
22.739992141723633,13.759995460510254,19.719993591308594,22.739992141723633
26.37999153137207,17.81999397277832,25.87999153137207,26.37999153137207
81.77996826171875,17.81999397277832,79.67996978759766,81.77996826171875
86.79997253417969,27.89999008178711,85.13996887207031,86.79997253417969
102.75996398925781,24.779991149902344,101.19996643066406,102.75996398925781
110.13996124267578,88.47996520996094,107.89996337890625,110.13996124267578
113.8599624633789,88.47996520996094,111.77996063232422,113.8599624633789
123.11995697021484,88.47996520996094,120.77996063232422,123.11995697021484
125.63995361328125,114.41996002197266,125.0999526977539,125.63995361328125
133.8799591064453,123.39995574951172,127.4799575805664,133.8799591064453
136.75994873046875,24.779991149902344,136.3799591064453,136.75994873046875
142.37994384765625,126.53995513916016,138.35995483398438,142.37994384765625
144.75994873046875,126.53995513916016,143.8199462890625,144.75994873046875
147.0199432373047,142.71995544433594,146.57994079589844,147.0199432373047
156.53994750976562,142.71995544433594,154.93994140625,156.53994750976562
166.93994140625,24.779991149902344,158.29994201660156,166.93994140625
177.5599365234375,24.779991149902344,174.15994262695312,177.5599365234375
179.89993286132812,147.2799530029297,179.39993286132812,179.89993286132812
194.7999267578125,178.2599334716797,182.9799346923828,194.7999267578125
199.51992797851562,167.09994506835938,196.63992309570312,199.51992797851562
201.53993225097656,167.09994506835938,201.01992797851562,201.53993225097656
205.919921875,167.09994506835938,203.83993530273438,205.919921875
209.85992431640625,202.9999237060547,207.6199188232422,209.85992431640625
216.35992431640625,178.2599334716797,212.3399200439453,216.35992431640625
220.19992065429688,202.9999237060547,217.7999267578125,220.19992065429688
231.4599151611328,217.19992065429688,229.59991455078125,231.4599151611328
233.919921875,217.19992065429688,233.6199188232422,233.919921875
245.19992065429688,220.85992431640625,244.159912109375,245.19992065429688
254.5399169921875,234.13992309570312,252.37991333007812,254.5399169921875
259.7599182128906,231.77992248535156,257.3598937988281,259.7599182128906
267.5399169921875,254.9599151611328,267.39990234375,267.5399169921875
271.6799011230469,254.9599151611328,269.3598937988281,271.6799011230469
274.659912109375,268.59991455078125,273.07989501953125,274.659912109375
278.9399108886719,268.59991455078125,277.45989990234375,278.9399108886719
282.8598937988281,231.77992248535156,282.639892578125,282.8598937988281
286.9399108886719,279.19989013671875,284.39990234375,286.9399108886719
289.9198913574219,283.1199035644531,288.659912109375,289.9198913574219
