time,dragonKilledTime,agentPickedKeyTime,agentExitTime
1.9599993228912351,0.0,1.399999499320983,1.9599993228912351
8.479996681213379,0.39999985694885204,7.099997520446777,8.479996681213379
12.45999526977539,0.39999985694885204,9.699996948242188,12.45999526977539
14.139994621276855,0.39999985694885204,13.499995231628418,14.139994621276855
17.839994430541992,0.39999985694885204,15.87999439239502,17.839994430541992
22.319992065429688,0.39999985694885204,18.779993057250977,22.319992065429688
24.69999122619629,0.39999985694885204,24.319992065429688,24.69999122619629
28.27998924255371,0.39999985694885204,26.3599910736084,28.27998924255371
32.79998779296875,0.39999985694885204,29.75998878479004,32.79998779296875
34.5999870300293,26.099990844726562,34.31998825073242,34.5999870300293
38.43998718261719,33.13998794555664,37.5999870300293,38.43998718261719
44.05998611450195,28.839990615844727,41.17998504638672,44.05998611450195
51.79998016357422,33.13998794555664,49.7199821472168,51.79998016357422
56.87997817993164,45.7199821472168,55.419979095458984,56.87997817993164
58.21997833251953,54.359981536865234,57.97998046875,58.21997833251953
60.89997863769531,54.359981536865234,59.419979095458984,60.89997863769531
64.73997497558594,54.359981536865234,62.819976806640625,64.73997497558594
67.33997344970703,61.419979095458984,66.21997833251953,67.33997344970703
70.65997314453125,65.39997863769531,68.6999740600586,70.65997314453125
73.93997192382812,61.419979095458984,72.5999755859375,73.93997192382812
78.17996978759766,68.23997497558594,75.1999740600586,78.17996978759766
81.09996795654297,68.23997497558594,79.67996978759766,81.09996795654297
84.53997039794922,68.23997497558594,82.6999740600586,84.53997039794922
90.19996643066406,72.13997650146484,88.57997131347656,90.19996643066406
92.75996398925781,85.69996643066406,91.2399673461914,92.75996398925781
95.01996612548828,72.13997650146484,93.87996673583984,95.01996612548828
97.47996520996094,72.13997650146484,96.05996704101562,97.47996520996094
100.67996215820312,92.99996948242188,98.41996765136719,100.67996215820312
103.4399642944336,98.17996215820312,102.11996459960938,103.4399642944336
108.9799575805664,92.99996948242188,106.41996002197266,108.9799575805664
112.61995697021484,104.5599594116211,110.71996307373047,112.61995697021484
116.65995788574219,92.99996948242188,114.4799575805664,116.65995788574219
121.33995819091797,113.71996307373047,119.37995910644531,121.33995819091797
129.199951171875,92.99996948242188,127.1799545288086,129.199951171875
133.05995178222656,92.99996948242188,131.05995178222656,133.05995178222656
136.97994995117188,123.4799575805664,134.8799591064453,136.97994995117188
143.8199462890625,133.63995361328125,141.53994750976562,143.8199462890625
145.97994995117188,133.63995361328125,145.67994689941406,145.97994995117188
147.15994262695312,133.63995361328125,146.91995239257812,147.15994262695312
150.13995361328125,146.5199432373047,149.09994506835938,150.13995361328125
152.7799530029297,137.7799530029297,152.47994995117188,152.7799530029297
158.3199462890625,152.1199493408203,154.3599395751953,158.3199462890625
161.09994506835938,152.1199493408203,160.6199493408203,161.09994506835938
166.07994079589844,152.1199493408203,162.59994506835938,166.07994079589844
171.5599365234375,161.5599365234375,169.29994201660156,171.5599365234375
174.0199432373047,161.5599365234375,172.49993896484375,174.0199432373047
175.5599365234375,137.7799530029297,175.27993774414062,175.5599365234375
179.4799346923828,174.49993896484375,178.11993408203125,179.4799346923828
180.57994079589844,137.7799530029297,180.33993530273438,180.57994079589844
182.29994201660156,180.179931640625,181.95993041992188,182.29994201660156
185.19993591308594,180.179931640625,183.77993774414062,185.19993591308594
188.99993896484375,182.8799285888672,187.83993530273438,188.99993896484375
198.57992553710938,182.8799285888672,196.4999237060547,198.57992553710938
203.19992065429688,180.179931640625,200.19993591308594,203.19992065429688
206.23992919921875,199.5599365234375,204.9799346923828,206.23992919921875
209.179931640625,182.8799285888672,207.6199188232422,209.179931640625
223.25991821289062,182.8799285888672,221.39991760253906,223.25991821289062
224.419921875,199.5599365234375,223.9999237060547,224.419921875
226.85992431640625,210.93992614746094,224.9999237060547,226.85992431640625
229.9599151611328,224.55992126464844,228.67991638183594,229.9599151611328
238.05992126464844,227.6199188232422,233.67991638183594,238.05992126464844
239.99990844726562,199.5599365234375,238.8599090576172,239.99990844726562
253.91990661621094,199.5599365234375,253.61990356445312,253.91990661621094
256.4999084472656,242.97991943359375,255.13990783691406,256.4999084472656
260.59991455078125,242.97991943359375,258.4399108886719,260.59991455078125
264.09991455078125,257.6799011230469,261.919921875,264.09991455078125
267.21990966796875,261.4399108886719,265.4999084472656,267.21990966796875
269.21990966796875,242.97991943359375,268.4198913574219,269.21990966796875
273.57989501953125,261.4399108886719,271.659912109375,273.57989501953125
279.2398986816406,270.7799072265625,275.159912109375,279.2398986816406
281.83990478515625,274.07989501953125,280.4198913574219,281.83990478515625
286.0998840332031,274.07989501953125,284.39990234375,286.0998840332031
290.0398864746094,274.07989501953125,287.5998840332031,290.0398864746094
294.89990234375,282.45989990234375,293.33990478515625,294.89990234375
297.9999084472656,274.07989501953125,296.31988525390625,297.9999084472656
301.0998840332031,290.95989990234375,299.1199035644531,301.0998840332031
308.3598937988281,298.7398986816406,305.5599060058594,308.3598937988281
